,Number_PP,Name,Full_name,Code,Unit_of_reconciliation,Additional_characteristics,Owners_name,Kind,Article,Weight,Accounting_characteristics,Storage_unit,VAT_rate,Service,Nomenclature_group,Sharto,Main_supplier,Main_supplier_object,Comment,Predefined,Price,Qty_stock,Remaining_amount,Currency
347,534,Карандаш чернографитный KOH-I-NOOR,Карандаш чернографитный KOH-I-NOOR,1531,шт,Нет,Материалы,Материал,1531,Нет,Нет,набор,0.2,Нет,Товары,3059684163,,Нет,,Нет,93.75,682.63937,5,Руб
348,535,Карандаш чернографитный KOH-I-NOOR (шт),Карандаш чернографитный KOH-I-NOOR (шт),1532,шт,Нет,Материалы,Материал,1532,Нет,Нет,шт,0.2,Нет,Товары,3059684163,,Нет,,Нет,16.88,788.13301,44,Руб
349,536,Карнизная планка,Карнизная планка,2611,шт,Нет,Строительные товары двери,Товар,2611,Нет,Нет,шт,0.2,Нет,Товары,3782420807,,Нет,,Нет,35.59,469.16691,71,Руб
350,537,Карпеты обработанные,,1489,,Нет,Ковролин,Товар,1489,Нет,Нет,,,Нет,,3782420807,,Нет,,Нет,52.93,662.35039,66,Руб
351,540,Карпеты обработанные,Карпеты обработанные,1512,м2,Нет,Карпеты обработанные,Товар,1512,Нет,Да,м2,0.2,Нет,Товары,3782420807,НЕВА ТАФТ ООО,Нет,,Нет,85.79,125.10723,75,Руб
352,541,Карпеты обработанные Ажур 500 0.8*1.25 1Y (1),Карпеты обработанные Ажур 500 0.8*1.25 1Y (1),1600,м2,Нет,Карпеты обработанные,Товар,1600,Нет,Нет,м2,0.2,Нет,Товары,2326889448,,Нет,,Нет,84.38,860.72566,8,Руб
353,542,Карпеты обработанные Аура 315 0.8*1.25 1Y (1),Карпеты обработанные Аура 315 0.8*1.25 1Y (1),1601,м2,Нет,Карпеты обработанные,Товар,1601,Нет,Нет,м2,0.2,Нет,Товары,2326889448,,Нет,,Нет,43.96,32.0,17,Руб
354,543,Карпеты обработанные Аура 500 0.8*1.25 1Y (1),Карпеты обработанные Аура 500 0.8*1.25 1Y (1),1602,м2,Нет,Карпеты обработанные,Товар,1602,Нет,Нет,м2,0.2,Нет,Товары,1660202461,,Нет,,Нет,70.16,479.33606,64,Руб
355,544,Карпеты обработанные Квазар 500 0.8*1.25 1Y (1),Карпеты обработанные Квазар 500 0.8*1.25 1Y (1),1605,м2,Нет,Карпеты обработанные,Товар,1605,Нет,Нет,м2,0.2,Нет,Товары,1660202461,,Нет,,Нет,51.56,710.36607,6,Руб
356,545,Карпеты обработанные Магнолия 315 0.8*1.25 1Y (1),Карпеты обработанные Магнолия 315 0.8*1.25 1Y (1),1603,м2,Нет,Карпеты обработанные,Товар,1603,Нет,Нет,м2,0.2,Нет,Товары,1660202461,,Нет,,Нет,60.82,871.52974,22,Руб
357,546,Карпеты обработанные Магнолия 500 0.8*1.25 1Y (1),Карпеты обработанные Магнолия 500 0.8*1.25 1Y (1),1606,м2,Нет,Карпеты обработанные,Товар,1606,Нет,Нет,м2,0.2,Нет,Товары,1171195737,,Нет,,Нет,26.18,909.23797,62,Руб
358,547,Карпеты обработанные Магнолия 600 0.8*1.25 1Y (1),Карпеты обработанные Магнолия 600 0.8*1.25 1Y (1),1604,м2,Нет,Карпеты обработанные,Товар,1604,Нет,Нет,м2,0.2,Нет,Товары,1171195737,,Нет,,Нет,10.38,695.7214,1,Руб
359,550,Карпеты обработанные Родос 315 0.8*1.25 1Y (1),Карпеты обработанные Родос 315 0.8*1.25 1Y (1),1608,м2,Нет,Карпеты обработанные,Товар,1608,Нет,Нет,м2,0.2,Нет,Товары,1171195737,,Нет,,Нет,54.5,433.23598,5,Руб
360,551,Карпеты обработанные Родос 500 0.8*1.25 1Y (1),Карпеты обработанные Родос 500 0.8*1.25 1Y (1),1607,м2,Нет,Карпеты обработанные,Товар,1607,Нет,Нет,м2,0.2,Нет,Товары,1197720032,,Нет,,Нет,78.19,103.8053,57,Руб
361,552,Карпеты обработанные Родос 600 0.8*1.25 1Y (1),Карпеты обработанные Родос 600 0.8*1.25 1Y (1),1609,м2,Нет,Карпеты обработанные,Товар,1609,Нет,Нет,м2,0.2,Нет,Товары,1197720032,,Нет,,Нет,81.22,274.22254,28,Руб
362,553,Карта доступа,Карта доступа,2274,шт,Нет,Материалы,Материал,2274,Нет,Нет,шт,0.2,Нет,Товары,1197720032,,Нет,,Нет,30.53,670.20455,1,Руб
363,554,Карта СЗ регион,Карта СЗ регион,2554,шт,Нет,Материалы,Материал,2554,Нет,Нет,шт,0.2,Нет,Товары,4272842119,,Нет,,Нет,55.87,501.2799,87,Руб
364,555,"Каталог ""Синтелон""","Каталог ""Синтелон""",1952,шт,Нет,Материалы,Товар,1952,Нет,Нет,шт,0.2,Нет,Товары,4272842119,,Нет,,Нет,84.97,966.82081,2,Руб
365,556,КВК,КВК,2122,шт,Нет,Материалы,Материал,2122,Нет,Нет,шт,0.2,Нет,Товары,4272842119,,Нет,,Нет,61.83,721.44579,43,Руб
366,557,Кирпич,Кирпич,2174,шт,Нет,Строительные товары двери,Товар,2174,Нет,Нет,шт,0.2,Нет,Товары,618779770,,Нет,,Нет,20.35,138.2808,3,Руб
367,560,Кисть,Кисть,2251,шт,Нет,Материалы,Материал,2251,Нет,Нет,шт,0.2,Нет,Товары,618779770,,Нет,,Нет,85.31,483.41204,73,Руб
368,561,Клавиатура,Клавиатура,2228,шт,Нет,Материалы,Материал,2228,Нет,Нет,шт,0.2,Нет,Товары,618779770,,Нет,,Нет,68.33,391.26717,3,Руб
369,562,Клавиатура+мышь (комплект),Клавиатура+мышь (комплект),2235,шт,Нет,Материалы,Материал,2235,Нет,Нет,шт,0.2,Нет,Товары,2294452588,,Нет,,Нет,95.71,103.9858,13,Руб
370,563,Кладочная смесь 25кг,Кладочная смесь 25кг,2203,шт,Нет,Строительные товары двери,Товар,2203,Нет,Нет,шт,0.2,Нет,Товары,2294452588,,Нет,,Нет,14.5,3074.0,212,Руб
371,564,Кладочный раствор,Кладочный раствор,2240,шт,Нет,Строительные товары двери,Товар,2240,Нет,Нет,шт,0.2,Нет,Товары,2294452588,,Нет,,Нет,92.4,48048.0,520,Руб
372,565,Клеевой раствор,Клеевой раствор,2241,шт,Нет,Строительные товары двери,Товар,2241,Нет,Нет,шт,0.2,Нет,Товары,1035229378,,Нет,,Нет,55.25,866.47846,5,Руб
373,566,Клей Bostik KU 320 (20кг),Клей Bostik KU 320 (20кг),1917,шт,Нет,Строительные товары двери,Товар,1917,Нет,Нет,шт,0.2,Нет,Товары,1035229378,,Нет,,Нет,55.41,660.3657,6,Руб
374,567,Клей Forbo Erfurt 522 (13кг),Клей Forbo Erfurt 522 (13кг),1915,шт,Нет,Строительные товары двери,Товар,1915,Нет,Нет,шт,0.2,Нет,Товары,1035229378,,Нет,,Нет,68.7,59769.0,870,Руб
375,570,Клей Forbo Erfurt 522 (20кг),Клей Forbo Erfurt 522 (20кг),1948,шт,Нет,Строительные товары двери,Товар,1948,Нет,Нет,шт,0.2,Нет,Товары,4106246524,,Нет,,Нет,46.3,664.30563,92,Руб
376,571,Клей Forbo Erfurt 523 (12кг),Клей Forbo Erfurt 523 (12кг),1726,шт,Нет,Строительные товары двери,Товар,1726,Нет,Нет,шт,0.2,Нет,Товары,4106246524,,Нет,,Нет,20.84,240.5001,6,Руб
377,572,Клей Homakoll 208 (14кг),Клей Homakoll 208 (14кг),1953,шт,Нет,Строительные товары двери,Товар,1953,Нет,Нет,шт,0.2,Нет,Товары,2507204249,,Нет,,Нет,1.46,783.1143,18,Руб
378,573,Клей д/пвх дисперсионный ARLOK 35 / 6.5 кг,Клей д/пвх дисперсионный ARLOK 35 / 6.5 кг,2587,шт,Нет,Строительные товары двери,Товар,2587,Нет,Нет,шт,0.2,Нет,,2507204249,,Нет,,Нет,5.91,662.3912,42,Руб
379,574,Клей дисперсионный ARLOK 33 / 14 кг / 55011,Клей дисперсионный ARLOK 33 / 14 кг / 55011,2588,шт,Нет,Строительные товары двери,Товар,2588,Нет,Нет,шт,0.2,Нет,,2507204249,,Нет,,Нет,12.23,315.3852,45,Руб
380,575,Клей универсальный,Клей универсальный,2300,шт,Нет,Строительные товары двери,Товар,2300,Нет,Нет,шт,0.2,Нет,Товары,907889979,,Нет,,Нет,86.54,738.63866,52,Руб
381,576,Клей-карандаш,Клей-карандаш,1930,шт,Нет,Материалы,Материал,1930,Нет,Нет,шт,0.2,Нет,Товары,907889979,,Нет,,Нет,58.25,407.23707,75,Руб
382,577,Клейкая лента (скотч),Клейкая лента (скотч),2093,шт,Нет,Материалы,Материал,2093,Нет,Нет,шт,0.2,Нет,Товары,907889979,,Нет,,Нет,60.18,378.22748,4,Руб
383,600,Клейкие закладки 5 цв.,Клейкие закладки 5 цв.,1841,шт,Нет,Материалы,Материал,1841,Нет,Нет,шт,0.2,Нет,Товары,867807783,,Нет,,Нет,45.32,351.15907,32,Руб
384,601,Ключ,Ключ,2323,шт,Нет,Материалы,Материал,2323,Нет,Нет,шт,0.2,Нет,Товары,867807783,,Нет,,Нет,47.1,958.45035,58,Руб
385,602,Коврик д/мыши,Коврик д/мыши,2282,шт,Нет,Материалы,Материал,2282,Нет,Нет,шт,0.2,Нет,Товары,867807783,,Нет,,Нет,43.59,892.38882,28,Руб
386,603,Коврик игольчатые,Коврик игольчатые,1995,шт,Нет,Коврики влаговпитывающие,Товар,1995,Нет,Да,шт,0.2,Нет,Товары,2439377712,ОПУС ТД ООО,Нет,,Нет,85.57,368.31489,76,Руб
387,604,Коврик резиновый,Коврик резиновый,2624,шт,Нет,Материалы,Материал,2624,Нет,Нет,шт,0.2,Нет,Товары,2439377712,,Нет,,Нет,17.63,83.0,41,Руб
388,605,Коврик ячеистый,Коврик ячеистый,2039,шт,Нет,Коврики влаговпитывающие,Товар,2039,Нет,Да,шт,0.2,Нет,Товары,2439377712,ОПУС ТД ООО,Нет,,Нет,98.83,312.30834,96,Руб
389,606,Коврик ячеистый резиновый,Коврик ячеистый резиновый,1945,шт,Нет,Коврики влаговпитывающие,Товар,1945,Нет,Да,шт,0.2,Нет,Товары,4093448749,ОПУС ТД ООО,Нет,,Нет,77.48,377.29209,96,Руб
390,607,Коврики,,458,,Нет,Ковролин,Товар,458,Нет,Нет,,,Нет,,4093448749,,Нет,,Нет,77.92,496.38648,32,Руб
391,610,Коврики ,Коврики ,1513,м2,Нет,Коврики,Товар,1513,Нет,Да,м2,0.2,Нет,Товары,4093448749,НЕВА ТАФТ ООО,Нет,,Нет,59.28,538.31892,64,Руб
392,611,Коврики PRINT 0.4*0.6 YB (0.24),Коврики PRINT 0.4*0.6 YB (0.24),1574,м2,Нет,Коврики,Товар,1574,Нет,Нет,м2,0.2,Нет,Товары,2773777755,,Нет,,Нет,1.5,1494.0,996,Руб
393,612,Коврики PRINT 0.4*0.6 КО (0.24),Коврики PRINT 0.4*0.6 КО (0.24),1573,м2,Нет,Коврики,Товар,1573,Нет,Нет,м2,0.2,Нет,Товары,2773777755,,Нет,,Нет,10.27,349.3584,23,Руб
394,613,Коврики PRINT 0.4*0.7 LO (0.28),Коврики PRINT 0.4*0.7 LO (0.28),1575,м2,Нет,Коврики,Товар,1575,Нет,Нет,м2,0.2,Нет,Товары,2773777755,,Нет,,Нет,93.17,346.32236,82,Руб
395,614,Коврики влаговпитывающие,,1828,,Нет,,Товар,1828,Нет,Нет,,,Нет,,4168993864,,Нет,,Нет,53.63,801.42957,63,Руб
396,615,Коврики влаговпитывающие,Коврики влаговпитывающие,1829,шт,Нет,Коврики влаговпитывающие,Товар,1829,Нет,Да,шт,0.2,Нет,Товары,4168993864,ОПУС ТД ООО,Нет,,Нет,56.47,842.47547,74,Руб
397,616,Коврики Д/В,Коврики для ванной,1514,м2,Нет,Коврики для ванной высокий ворс,Товар,1514,Нет,Да,м2,0.2,Нет,Товары,4168993864,НЕВА ТАФТ ООО,Нет,,Нет,88.93,198.17608,14,Руб
398,617,Коврики Д/В Принт,,1515,м2,Нет,Коврики для ванной принт,Товар,1515,Нет,Да,м2,0.2,Нет,Товары,3635174169,НЕВА ТАФТ ООО,Нет,,Нет,26.9,679.17715,11,Руб
399,620,Коврики Д/В Принт Авеню 136 0.4*0.6 КО (0.24),Коврики Д/В Принт Авеню 136 0.4*0.6 КО (0.24),1579,м2,Нет,Коврики для ванной принт,Товар,1579,Нет,Нет,м2,0.2,Нет,Товары,3635174169,,Нет,,Нет,10.79,394.4251,26,Руб
400,621,Коврики Д/В Принт Астра 500 0.4*0.6 КО (0.24),Коврики Д/В Принт Астра 500 0.4*0.6 КО (0.24),1580,м2,Нет,Коврики для ванной принт,Товар,1580,Нет,Нет,м2,0.2,Нет,Товары,1409822425,,Нет,,Нет,12.2,5917.0,485,Руб
401,622,Коврики Д/В Принт Атом 170 0.4*0.7 КО (0.28),Коврики Д/В Принт Атом 170 0.4*0.7 КО (0.28),1736,м2,Нет,Коврики для ванной принт,Товар,1736,Нет,Нет,м2,0.2,Нет,Товары,1409822425,,Нет,,Нет,76.73,38365.0,500,Руб
